locality_alias_id,locality_id,alias,source_url
lca_64c92fc3681f0b00,loc_69806fd48325a024,"VILLA 27 DE ABRIL, PASAJE HUGO MONROY",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_8cdcc51b95bcfdb8,loc_69806fd48325a024,EL TORREON,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_17da5997686b99e4,loc_becb920cc2475064,"VILLA PADRE HURTADO, COLICO",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_9253b6a93cb5ce89,loc_1c1c93904d78b672,PADRE ELOY,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b0159edf80acff12,loc_1c1c93904d78b672,freire 1052,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_874323e365d10955,loc_1c1c93904d78b672,"SAN JORGE, SECTOR EL TRANQUE",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_4ada19e523fad966,loc_1c1c93904d78b672,LAS ALITAS EL CARBON,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_73f4c11d12706241,loc_1c1c93904d78b672,HOGAR PADRE PIO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f70944bee0524053,loc_1c1c93904d78b672,MAIPÚ,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_41c62fa9d315667c,loc_1c1c93904d78b672,LAS GARZAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_8e5ffeb1074db00f,loc_1c1c93904d78b672,VALENTINA TERESHKOVA 0207 - AIRES DE LURIN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ae1cea5bfb7890ad,loc_1c1c93904d78b672,CAMINO A SAN CAMILO KM2,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_c760b57389695a58,loc_1c1c93904d78b672,FREIRE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ad9c3a2f25de1438,loc_1c1c93904d78b672,"V NVA. VIDA, PSJE LUNA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b11cc33db3e42b42,loc_1c1c93904d78b672,VILLA PARAISO CALLE LOS ANGELES,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_8086d8a8028fe587,loc_1c1c93904d78b672,ANDALUCIA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_40b92e291dc9cecb,loc_becb920cc2475064,VICUÑA MACKENA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d2ed7f539cedd0a5,loc_1c1c93904d78b672,MATTA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0ba1b39ad41b2d11,loc_becb920cc2475064,POBLACIÓN EL ROBLE EUGENIO AMPUERO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_4e1cc3623d75a938,loc_becb920cc2475064,INDEPENDENCIA ( HOGAR AMOR Y CALIDAD),https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_e9e09c7d595b2e4a,loc_f451298b6f0de2d8,ZEMITA S/N,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a759a58866ae2387,loc_1c1c93904d78b672,GENERAL VENEGAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_15a3cbbf3b32c56a,loc_f451298b6f0de2d8,BULI CASERIO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_3a573330ab9c3f9d,loc_f451298b6f0de2d8,"ZEMITA S/N, SAN FERNANDO",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_1e86705910b57b09,loc_1c1c93904d78b672,OHIGGINS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_085e3ace05bf3bb4,loc_1c1c93904d78b672,CATALINA CLARO 0423,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d14a102015947b5b,loc_1c1c93904d78b672,BALMACEDA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_6368fbcb3b5d010a,loc_becb920cc2475064,SAN MIGUEL DE ABLEMO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a149d456c0f5b878,loc_becb920cc2475064,EL TRANQUE POMUYETO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5be3e9a348592e01,loc_becb920cc2475064,PEUMO CHINO CAMINO TORECILLAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0993bd68f20cae75,loc_1c1c93904d78b672,BRASIL,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_7a286f42d6b7cdf9,loc_becb920cc2475064,SERRANO 19,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_964e20f9eae4b87d,loc_becb920cc2475064,CUADRAPANGUE CHICO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_12f808a180b00d76,loc_69806fd48325a024,EL PEUMO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_1b134567859aff20,loc_1c1c93904d78b672,GENERAL TENIENTE MERINO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_490d2fe709349e8c,loc_becb920cc2475064,NAVOTAVO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_8b601c37ff607ea9,loc_becb920cc2475064,"parcela 7, monte blanco",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_dd933888bc2f6218,loc_1c1c93904d78b672,VILLA LOS POETAS CALLE MANUEL CONTRERAS PINCHEIRA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_57414a392b462a1f,loc_becb920cc2475064,ESTANISLADO GODOY,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0993bd68f20cae75,loc_1c1c93904d78b672,BRASIL,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_2a5c4422d391b175,loc_69806fd48325a024,LA RIBERA CAMINO A COLON SN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_493ffc12a86ff43b,loc_69806fd48325a024,"Los Magnolios, 11 Sept San Carlos.",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5c2ccdceff3b0c84,loc_69806fd48325a024,LAS TORTOLAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_65924d883399f232,loc_f451298b6f0de2d8,VIRGUIN CAMINO VIEJO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_e4386c39c9c46870,loc_becb920cc2475064,CALLE CARRERA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ffd3bddaae9f9bbd,loc_becb920cc2475064,LLAHUIMAVIDA ORIENTE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_521869b5ce1af321,loc_1c1c93904d78b672,RUTA 5 SUR PUENTE ÑUBLE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_8277fb6bfac32342,loc_becb920cc2475064,"GAONA, SAN CARLOS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ab068c358af18c0e,loc_1c1c93904d78b672,BULI ESTACION,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_97b327f086061e6b,loc_becb920cc2475064,"PUYEHUE, LAGOS DE CHILE",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_99153e4e6851408a,loc_becb920cc2475064,CALLE OSSA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_dba231d657296a91,loc_becb920cc2475064,CALLEJON LOS PALACIOS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b7d765db5b448261,loc_1c1c93904d78b672,CAMINO SAN AGUSTIN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_441c1a778105a754,loc_becb920cc2475064,VILLA AIRES DE LURIN. CALLE MANUEL CONTRERAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ab5bd8f43e399479,loc_becb920cc2475064,"VILLA ESPAÑA, CATALUÑA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_eafaf21a993af077,loc_becb920cc2475064,CALLE ÑUBLE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_df266c5ace444145,loc_f451298b6f0de2d8,SAN FERNANDO ZEMITA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b007e9ca9b414748,loc_1c1c93904d78b672,VILLA PUESTA DEL SOL PADRE ELOY PARRA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b77f97ea8c7f1ad7,loc_becb920cc2475064,"Puesta del Sol, José Gómez",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_9746ec8e510806f7,loc_becb920cc2475064,LURIN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_999e3ba7afa0821e,loc_69806fd48325a024,11 SEPT CIPRES 1132,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_68d6eeaade8e4b84,loc_f451298b6f0de2d8,"LOS MAITENES, ÑIQUEN",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_26f4b6dfa4b61eb7,loc_becb920cc2475064,MUTIPIN KM 8.5,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0a3721088f5b288c,loc_1c1c93904d78b672,LUIS ACEVEDO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f301dd443cd49436,loc_becb920cc2475064,SECTOR POMUYETO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a9cbd2d1e7af6d38,loc_1c1c93904d78b672,TIUQUILEMU S/N,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_552c60b77c9874c7,loc_f451298b6f0de2d8,HUENUTIL CENTRO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_df5a33f9e875bf1a,loc_becb920cc2475064,CHACABUCO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ff0ffff08d5c0848,loc_1c1c93904d78b672,MONTECILLO KM 12,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d1a0bce594b75652,loc_1c1c93904d78b672,ITIHUE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d1a0bce594b75652,loc_1c1c93904d78b672,ITIHUE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d2ed7f539cedd0a5,loc_1c1c93904d78b672,MATTA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_94dda9618ac60f85,loc_1c1c93904d78b672,AGUA BUENA S/N,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_93947079129cc336,loc_becb920cc2475064,OHIGGINS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_7e4579851dcb87cc,loc_69806fd48325a024,QUINQUEHUA SN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_4da4d043a1117389,loc_bcd2a0dc79502251,"VILLA LOS CARACOLES, PASAJE LA UNION",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_17d6a4dc2f05c715,loc_69806fd48325a024,PUESTA DEL SOL DEMETRIO ZUÑIGA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_152195898dd10b04,loc_becb920cc2475064,"Camino Trapiche millauquen Km 10, San Carlos.",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_14128d1d64ac6864,loc_bcd2a0dc79502251,"POBALCIÓN MARTINEZ PASAJE PUENTE ÑUBLE, MARTA BRUNET",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_28a681a68c8c6a26,loc_becb920cc2475064,CONDOMINIO LA MANTAÑA CASA 25,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b309e618a88e5308,loc_69806fd48325a024,LOS MAGNOLIOS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d9295b6fe862366d,loc_becb920cc2475064,"SANTA ISABEL, SAN CARLOS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_bdddcdec5bca306e,loc_69806fd48325a024,"VILLA LAS AMERICAS, PASAJE LOS ANDES",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ed98eebcd469b581,loc_69806fd48325a024,VILLA LOS POETAS CALLE JORGE MONTES MORAGA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b070f4a23ff0fa3b,loc_becb920cc2475064,"CAMINO SAN CAMILO, HOGRA NUEVA VIDA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_921eb352920b563a,loc_becb920cc2475064,P DEL SOL E ABUKALIL,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_52f99928c70a71c8,loc_69806fd48325a024,LAUREL,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_31b069913f81b7bc,loc_69806fd48325a024,"EL CEREZO, POBL. 11 DE SEPT",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_720c8318f0b094e8,loc_69806fd48325a024,VERQUICO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_3fadbd3c20be6cd1,loc_becb920cc2475064,BALMACEDA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0281b754fce816a8,loc_69806fd48325a024,LOS CAQUIS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_4e00610eebb2e0ec,loc_1c1c93904d78b672,POBLACIÓN NUEVA ESPERANZA CALLE VIOLETA PARRA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0993bd68f20cae75,loc_1c1c93904d78b672,BRASIL,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_04d697798bf0b67d,loc_f451298b6f0de2d8,"SAN JOSE, ZEMITA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d32c413e32244079,loc_1c1c93904d78b672,VILLA LAS AMERICAS LOS ANDES,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_484bf170e433af34,loc_1c1c93904d78b672,INDEPENDENCIA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_880782be1749ce06,loc_1c1c93904d78b672,EL TORREON ( LETRERO NEGOCIO EL MAITEN),https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_672b68af2cab71f1,loc_bcd2a0dc79502251,EL MAGNOLIO VILLA EL BOSQUE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_94023c43a6e5cd21,loc_1c1c93904d78b672,SANTA ISABEL DE NINQUIHUE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_60679e834f8cd7b5,loc_bcd2a0dc79502251,VILLA SAN NICOLAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ae5ead2482aa404a,loc_f451298b6f0de2d8,Estacion Ñiquen S/N,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_52f0a1929173e5b1,loc_1c1c93904d78b672,LOS NARANJOS - LA RIVERA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_3a3141947a999cdc,loc_1c1c93904d78b672,"QUILELTO, KM 5 CAMINO STA TERESA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_55f10b831be16e1f,loc_f451298b6f0de2d8,ÑIQUEN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_81bb7afedf63acfb,loc_1c1c93904d78b672,ÑUBLE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_47cdb9e4a265293f,loc_becb920cc2475064,DIEGO PORTALES,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_451c9cb9ea524f8d,loc_becb920cc2475064,CALLE BRASIL,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d984389692463268,loc_1c1c93904d78b672,VILLA PUESTA DEL SOL CALLE ELOY PARRA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_c67bc3cc69ec7339,loc_69806fd48325a024,PASAJE LOS CASTAÑOS POBLACION 11 DE SEPTIEMBRE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f39fe644191d849c,loc_becb920cc2475064,"LOS CARACOLITOS, VILLA SAN CARLOS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_9ae01a9fd6eb54f1,loc_1c1c93904d78b672,LA UNION DE NINQUIHUE PASAJE LAS PALMERAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_c6bf213e24acc0a3,loc_f451298b6f0de2d8,VIRGUIN KM,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_1b42409fc0dfb6ae,loc_becb920cc2475064,"VILLA PUETA DEL SOL, CALLE BILBAO",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_56de5d596e07e58c,loc_becb920cc2475064,VILLA LAS AMERICAS CALLE LOS ANDES 101,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f7900021ea0e521d,loc_becb920cc2475064,CALLE ELOY PARRA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5880963999332b75,loc_1c1c93904d78b672,"VILLA ILLINOIS, PSJE ÑUBLE # 19, PUENTE ÑUBLE",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a6a1f0998ed1fe1d,loc_f451298b6f0de2d8,LO MELLADO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_78e4ce4be312ac06,loc_1c1c93904d78b672,VILLA SAN NICOLAS CALLE PABLO NERUDA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_cc1688c7c46220d5,loc_1c1c93904d78b672,AVENIDA MATTA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_86da903432739dca,loc_1c1c93904d78b672,ZEMITA CAMINO EL NEVADO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_316a4d14f1934649,loc_1c1c93904d78b672,QUILELTO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_24f80dd25ed6ead2,loc_69806fd48325a024,"VILLA LA VIRGEN, PJE SAN MATEO",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b59f983e47301bd6,loc_69806fd48325a024,ÑUBLE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_dafbddc54aefa10d,loc_1c1c93904d78b672,"J. FUENTEALBA, NUEVA PRIMAVERA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_266b8c887e775173,loc_f451298b6f0de2d8,"SAN FERNANDO, ZEMITA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_fc4ac9050cfe2c80,loc_1c1c93904d78b672,EL CARBON S/N,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_04afa05458b8fd85,loc_becb920cc2475064,GAZMURI,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_435ddddb2ebaeb5c,loc_1c1c93904d78b672,"PUENTE ÑUBLE, POBLACIÓN ISMAEL MARTINEZ",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_85aa38398c07ec94,loc_69806fd48325a024,JUNQUILLO S/N,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_3cbdb0ed6272cd21,loc_becb920cc2475064,QUILELTO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d88313ac51702881,loc_becb920cc2475064,OSSA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d49edd6b9c6884c7,loc_1c1c93904d78b672,PUELMA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_484bf170e433af34,loc_1c1c93904d78b672,INDEPENDENCIA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0a6af9cb1043e5fb,loc_1c1c93904d78b672,O VERA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_1938a2b08ce27bab,loc_1c1c93904d78b672,NAVOTAVO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_88723e00b9a97507,loc_1c1c93904d78b672,CACHAPOAL SN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a5424e162137e3d9,loc_becb920cc2475064,INDEPENDENCIA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_2ea7d456b65a365d,loc_1c1c93904d78b672,EL CARBON,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_defb4b719a23182b,loc_1c1c93904d78b672,PUYARAL 2.5 KM NORTE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_06a7d8c436b0a9a8,loc_1c1c93904d78b672,LOS AROMOS 13,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_c760b57389695a58,loc_1c1c93904d78b672,FREIRE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_dcc62ef4fc780a1c,loc_bcd2a0dc79502251,PUENTE ÑUBLE POBL ISMAEL MARTINEZ,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_8c9fbc353caa76b3,loc_bcd2a0dc79502251,PJE OMEGA E 21 PORTAL DE LA LUNA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_451c9cb9ea524f8d,loc_becb920cc2475064,CALLE BRASIL,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b5495d0ee6bf78f2,loc_bcd2a0dc79502251,V. ILLINOIS ÑUBLE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5222547dc23fa2b7,loc_1c1c93904d78b672,HIOGAR BUEN PASTOR ÑUBLE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_80d54158fe178343,loc_becb920cc2475064,LAS MIRAS s/n,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b309e618a88e5308,loc_69806fd48325a024,LOS MAGNOLIOS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f1b438da5c40703a,loc_69806fd48325a024,EL ALAMO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5504e44b231da58f,loc_becb920cc2475064,BILBAO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_fb098eb1a4de225b,loc_bcd2a0dc79502251,"PTE ÑUBLE, VISTA BELLA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b3e97cac9e483026,loc_becb920cc2475064,COLOMBIA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_49b8933db0db5732,loc_becb920cc2475064,EL CARBON,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_345a1888465005ba,loc_1c1c93904d78b672,"AVENIDA LOS TILOS, PUENTE ÑUBLE",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_7c12e582b25c2fff,loc_becb920cc2475064,"VILLA NUEVA VIDA, EL SOL 693, SAN CARLOS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_750422e804026e7b,loc_69806fd48325a024,TTE MERINO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_bc4c056296c82f02,loc_becb920cc2475064,EL TORREON,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_3803f2e07f6450a2,loc_becb920cc2475064,CALLE GAZMURI INTERIOR,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_7eb3a98a3bb92f96,loc_69806fd48325a024,"QUELTEHUES 0821, VILLA EL BOSQUE",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ad7dd18a84b648ef,loc_becb920cc2475064,BALMACEDA 376,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_2eff980dc02dc31a,loc_f451298b6f0de2d8,"SAN FERNANDO, ÑIQUEN",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_fa6b7136c6a95a1d,loc_f451298b6f0de2d8,"LA PITRILLA, ÑIQUEN",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_7b2a6fdf5d9da2a8,loc_1c1c93904d78b672,MUTICURA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_40097305bb93e0f7,loc_1c1c93904d78b672,"N. ESPERANZA, V.PARAISO",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_daa4636abacffff3,loc_1c1c93904d78b672,LOS CASTAÑOS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5357ce63dea7682a,loc_1c1c93904d78b672,LAS TORTOLAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_7aad5e9be5783641,loc_69806fd48325a024,Las Garzas 1146 Población 11 de Septiembre Villa el bosque,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_4f479732b430b0aa,loc_1c1c93904d78b672,"Pasaje Yungay, SAN CARLOS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f0a3d77f84dd689f,loc_1c1c93904d78b672,"EL LAUREL,11 SEPT",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_558738f46d653766,loc_1c1c93904d78b672,"19 DE MAYO Nº75, VILLA ALESSAN",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
